0	0
0	4
0	13
0	16
0	26
0	33
0	36
0	41
0	44
0	47
0	49
0	53
0	57
0	70
0	71
0	72
0	76
0	86
0	98
0	1
0	5
0	7
0	8
0	12
0	15
0	20
0	27
0	28
0	30
0	31
0	32
0	35
0	37
0	38
0	39
0	42
0	45
0	52
0	55
0	59
0	62
0	75
0	77
0	80
0	89
0	90
0	92
2	562
2	580
0	2
0	23
0	29
0	34
0	40
0	43
0	48
0	54
0	61
0	73
0	79
0	82
0	85
0	87
0	88
0	91
0	95
1	105
2	392
0	3
0	17
0	19
0	46
0	50
0	63
0	65
0	78
0	81
0	83
0	84
1	182
2	328
0	6
0	18
0	21
0	74
0	96
2	458
0	11
0	14
0	64
0	66
0	67
0	99
1	140
1	281
2	589
0	10
0	24
0	60
2	319
2	346
0	9
0	56
0	58
0	69
0	94
1	144
0	68
0	93
2	484
0	25
0	97
2	340
2	345
1	275
2	377
0	51
1	204
1	213
2	586
2	372
1	108
2	414
2	362
2	415
2	448
0	22
2	357
2	485
2	556
1	245
1	250
1	200
2	514
1	146
1	199
2	403
1	251
1	280
1	165
1	292
2	538
2	574
2	479
2	407
2	451
2	465
1	235
2	516
2	564
1	231
1	106
2	413
2	513
2	442
2	321
1	258
2	573
2	359
2	563
2	560
1	166
2	555
2	540
2	438
1	287
2	308
2	316
2	367
2	430
1	188
2	341
2	486
2	422
1	234
2	554
2	389
1	194
2	567
1	259
2	446
2	320
2	361
1	198
1	175
1	147
1	156
1	123
1	223
1	266
1	229
2	355
2	447
1	239
2	406
1	171
1	179
1	246
1	254
1	176
1	183
1	186
2	456
2	498
2	349
1	221
2	376
1	203
2	551
2	382
1	114
2	533
1	148
1	228
2	429
2	501
2	549
2	313
1	102
1	265
2	363
2	390
2	450
2	529
2	470
2	476
2	399
2	410
1	187
2	454
2	467
2	432
1	112
1	236
2	339
2	449
2	539
1	218
2	534
2	569
1	211
2	427
2	506
1	100
1	107
1	121
1	124
1	126
1	127
1	128
1	132
1	134
1	135
1	141
1	143
1	149
1	157
1	158
1	159
1	164
1	172
1	173
1	174
1	177
1	178
1	184
1	189
1	190
1	195
1	196
1	202
1	206
1	210
1	214
1	227
1	232
1	249
1	256
1	269
1	272
1	276
1	279
1	283
1	291
1	295
1	296
1	298
1	101
1	104
1	109
1	113
1	115
1	117
1	130
1	133
1	136
1	145
1	150
1	151
1	154
1	160
1	162
1	169
1	193
1	207
1	217
1	237
1	238
1	240
1	247
1	248
1	260
1	261
1	268
1	284
1	285
1	286
1	289
1	111
1	116
1	118
1	119
1	125
1	131
1	139
1	153
1	167
1	191
1	201
1	215
1	226
1	242
1	243
1	255
1	267
1	278
1	288
1	103
1	129
1	142
1	152
1	168
1	181
1	192
1	205
1	208
1	209
1	220
1	224
1	225
1	230
1	253
1	257
1	262
1	263
1	264
1	282
1	293
1	294
1	297
1	138
1	155
1	161
1	170
1	180
1	185
1	244
1	270
1	273
1	274
1	277
1	299
1	120
1	122
1	216
1	290
2	496
1	137
1	163
1	233
2	323
1	219
1	222
1	241
2	594
1	110
2	315
2	380
1	212
2	518
2	575
2	491
1	252
2	492
1	197
1	271
2	481
2	334
2	553
2	436
2	550
2	519
2	541
2	391
2	431
2	301
2	371
2	472
2	588
2	590
2	507
2	523
2	494
2	559
2	388
2	424
2	420
2	517
2	350
2	547
2	596
2	598
2	552
2	461
2	365
2	310
2	370
2	314
2	373
2	344
2	579
2	466
2	394
2	307
2	510
2	405
2	455
2	542
2	536
2	358
2	421
2	512
2	354
2	443
2	528
2	522
2	423
2	473
2	503
2	558
2	463
2	495
2	520
2	546
2	409
2	583
2	426
2	352
2	306
2	568
2	366
2	433
2	445
2	504
2	440
2	537
2	381
2	584
2	511
2	396
2	595
2	548
2	500
2	386
2	416
2	478
2	337
2	397
2	398
2	338
2	417
2	515
2	530
2	543
2	561
2	585
2	300
2	303
2	304
2	312
2	322
2	324
2	325
2	326
2	327
2	331
2	332
2	335
2	348
2	356
2	364
2	375
2	383
2	387
2	400
2	418
2	419
2	441
2	462
2	468
2	469
2	474
2	475
2	480
2	493
2	505
2	526
2	527
2	531
2	544
2	578
2	581
2	591
2	593
2	318
2	329
2	343
2	351
2	360
2	378
2	384
2	393
2	402
2	411
2	464
2	471
2	487
2	490
2	502
2	524
2	535
2	545
2	592
2	599
2	311
2	317
2	330
2	374
2	379
2	385
2	395
2	412
2	435
2	437
2	459
2	482
2	488
2	497
2	566
2	597
2	305
2	347
2	368
2	369
2	425
2	428
2	453
2	460
2	477
2	499
2	508
2	525
2	532
2	557
2	576
2	577
2	353
2	408
2	444
2	571
2	582
2	457
2	483
2	572
2	309
2	342
2	521
2	587
2	302
2	509
2	333
2	336
2	404
2	434
2	439
2	401
2	452
2	565
2	489
2	570
